,LSOA,Anti Semitic,Disability,Faith,Homophobic,Islamophobic,Racist,Transgender,Total All Incidents
2912,E01003000,,37.0,,32.0,,74.0,81.0,224.0
2913,E01003001,,,,71.0,,74.0,,145.0
2914,E01003002,,,69.0,,43.0,42.0,,154.0
2915,E01003003,,116.0,123.0,38.0,71.0,210.0,46.0,604.0
2916,E01003004,,,,41.0,,66.0,,107.0
2917,E01003005,,,,,,79.0,,79.0
2918,E01003006,,32.0,,,,48.0,,80.0
2919,E01003007,,37.0,,,,113.0,,150.0
2920,E01003008,,,,,,39.0,,39.0
2921,E01003009,,,56.0,,44.0,130.0,,230.0
2922,E01003010,,,,38.0,,74.0,,112.0
2923,E01003011,,,,,,39.0,,39.0
2924,E01003013,153.0,70.0,183.0,73.0,44.0,144.0,111.0,778.0
2925,E01003014,,31.0,64.0,37.0,40.0,122.0,,294.0
2926,E01003015,,,,85.0,,96.0,,181.0
2927,E01003016,308.0,,241.0,84.0,99.0,179.0,30.0,941.0
2928,E01003017,170.0,39.0,64.0,115.0,33.0,198.0,40.0,659.0
2929,E01003018,,73.0,63.0,83.0,36.0,185.0,,440.0
2930,E01003019,,,,81.0,,122.0,,203.0
2931,E01003020,154.0,35.0,123.0,78.0,43.0,73.0,,506.0
2932,E01003021,,,,43.0,,78.0,,121.0
2933,E01003022,,,65.0,,42.0,69.0,,176.0
2934,E01003023,,41.0,105.0,34.0,78.0,113.0,,371.0
2935,E01003024,,,52.0,43.0,,143.0,,238.0
2936,E01003025,,,,71.0,,37.0,,108.0
2937,E01003026,,,64.0,129.0,43.0,83.0,,319.0
2938,E01003027,164.0,,60.0,,,35.0,,259.0
2939,E01003028,,,116.0,,44.0,44.0,,204.0
2940,E01003029,160.0,64.0,181.0,39.0,73.0,118.0,,635.0
2941,E01003030,,,54.0,39.0,40.0,89.0,,222.0
2942,E01003031,,40.0,,36.0,,124.0,,200.0
2943,E01003032,,,57.0,45.0,34.0,75.0,,211.0
2944,E01003033,,,,40.0,,74.0,,114.0
2945,E01003034,,,67.0,33.0,38.0,79.0,,217.0
2946,E01003035,327.0,,187.0,126.0,71.0,149.0,,860.0
2947,E01003036,,,,32.0,,78.0,,110.0
2948,E01003037,,30.0,,74.0,,131.0,36.0,271.0
2949,E01003038,,,53.0,33.0,34.0,38.0,,158.0
2950,E01003039,,,59.0,40.0,46.0,140.0,,285.0
2951,E01003040,,79.0,,76.0,,36.0,,191.0
2952,E01003041,,40.0,165.0,44.0,84.0,185.0,,518.0
2953,E01003042,,,48.0,76.0,46.0,83.0,,253.0
2954,E01003043,,,60.0,41.0,,83.0,,184.0
2955,E01003044,,,,,,87.0,,87.0
2956,E01003045,,102.0,124.0,104.0,66.0,148.0,,544.0
2957,E01003046,,,,40.0,,83.0,,123.0
2958,E01003047,,111.0,248.0,143.0,119.0,239.0,44.0,904.0
2959,E01003048,,,,72.0,,124.0,,196.0
2960,E01003049,,,,87.0,,72.0,,159.0
2961,E01003050,,37.0,115.0,74.0,35.0,83.0,,344.0
2962,E01003051,,,66.0,119.0,34.0,152.0,,371.0
2963,E01003052,,,,118.0,,207.0,,325.0
2964,E01003053,,,128.0,77.0,36.0,114.0,,355.0
2965,E01003054,,,,63.0,,107.0,,170.0
2966,E01003055,,,66.0,108.0,48.0,147.0,41.0,410.0
2967,E01003056,,,73.0,78.0,37.0,33.0,,221.0
2968,E01003057,,34.0,,34.0,,36.0,,104.0
2969,E01003058,,,59.0,40.0,,150.0,,249.0
2970,E01003059,,44.0,128.0,40.0,78.0,128.0,40.0,458.0
2971,E01003060,,,,79.0,,72.0,,151.0
2972,E01003061,167.0,32.0,66.0,76.0,42.0,150.0,39.0,572.0
2973,E01003062,,35.0,66.0,37.0,36.0,134.0,,308.0
2974,E01003063,162.0,,54.0,35.0,,113.0,42.0,406.0
2975,E01003064,,,,48.0,,119.0,,167.0
2976,E01003065,,42.0,,37.0,,43.0,,122.0
2977,E01003066,,37.0,,122.0,,159.0,47.0,365.0
2978,E01003067,,,54.0,125.0,35.0,79.0,,293.0
2979,E01003068,150.0,40.0,110.0,118.0,39.0,116.0,,573.0
2980,E01003069,,77.0,,39.0,,45.0,,161.0
2981,E01003070,,,,66.0,,79.0,,145.0
2982,E01003071,,,,43.0,,82.0,,125.0
2983,E01003072,,,,35.0,,93.0,,128.0
2984,E01003073,,,136.0,25.0,41.0,119.0,,321.0
2985,E01003074,150.0,,132.0,85.0,35.0,124.0,41.0,567.0
2986,E01003075,,,64.0,76.0,39.0,128.0,,307.0
2987,E01003076,162.0,,66.0,81.0,41.0,176.0,37.0,563.0
2988,E01003077,,,64.0,82.0,,124.0,,270.0
2989,E01003078,,,63.0,95.0,,51.0,,209.0
2990,E01003079,,,63.0,79.0,33.0,85.0,,260.0
2991,E01003080,,30.0,55.0,43.0,40.0,83.0,,251.0
2992,E01003081,,84.0,135.0,38.0,89.0,108.0,,454.0
2993,E01003082,,42.0,63.0,,48.0,122.0,122.0,397.0
2994,E01003083,,,131.0,42.0,84.0,108.0,,365.0
2995,E01003084,,,,88.0,,118.0,,206.0
2996,E01003085,,72.0,68.0,39.0,,110.0,44.0,333.0
2997,E01003086,,34.0,,37.0,,79.0,,150.0
2998,E01003087,,41.0,116.0,40.0,85.0,188.0,39.0,509.0
2999,E01003088,,39.0,,40.0,,114.0,,193.0
3000,E01003089,,,57.0,84.0,42.0,113.0,,296.0
3001,E01003090,,,72.0,75.0,38.0,132.0,,317.0
3002,E01003091,,,,,,124.0,,124.0
3003,E01003092,,,64.0,76.0,35.0,122.0,,297.0
3004,E01003093,,33.0,120.0,75.0,44.0,116.0,44.0,432.0
3005,E01003094,,,,49.0,,40.0,,89.0
3006,E01003095,,,,26.0,,78.0,,104.0
3007,E01003096,137.0,42.0,178.0,35.0,70.0,87.0,,549.0
3008,E01003097,,80.0,64.0,84.0,38.0,112.0,,378.0
3009,E01003098,,41.0,,77.0,,106.0,,224.0
3010,E01003099,,,58.0,123.0,,67.0,40.0,288.0
3011,E01003100,,,72.0,36.0,48.0,84.0,,240.0
3012,E01003101,,,116.0,123.0,83.0,118.0,41.0,481.0
3013,E01003102,,,134.0,151.0,78.0,221.0,45.0,629.0
3014,E01003104,,,,124.0,,38.0,,162.0
3015,E01003105,,43.0,124.0,79.0,84.0,71.0,,401.0
3016,E01003106,,33.0,125.0,92.0,77.0,85.0,46.0,458.0
3017,E01003107,,40.0,134.0,82.0,75.0,195.0,38.0,564.0
3018,E01003108,,42.0,55.0,35.0,40.0,77.0,,249.0
3019,E01003109,174.0,69.0,123.0,120.0,40.0,157.0,35.0,718.0
3020,E01003110,156.0,39.0,108.0,38.0,50.0,129.0,,520.0
3021,E01003111,,,,86.0,,126.0,41.0,253.0
3022,E01003112,155.0,35.0,196.0,158.0,78.0,149.0,,771.0
3023,E01003113,,,120.0,84.0,40.0,124.0,,368.0
3024,E01003114,157.0,,198.0,42.0,133.0,110.0,40.0,680.0
3025,E01003115,,,,33.0,,99.0,,132.0
3026,E01003116,,,60.0,89.0,38.0,123.0,,310.0
3027,E01003117,,,168.0,86.0,119.0,168.0,36.0,577.0
3028,E01003118,,,64.0,104.0,40.0,189.0,,397.0
3029,E01003119,162.0,,187.0,69.0,123.0,74.0,,615.0
3030,E01003120,326.0,42.0,126.0,81.0,43.0,118.0,,736.0
3031,E01003121,,77.0,61.0,45.0,47.0,83.0,,313.0
3032,E01003122,155.0,37.0,119.0,68.0,,89.0,,468.0
3033,E01003123,,21.0,,44.0,,74.0,,139.0
3034,E01003124,,,66.0,125.0,32.0,38.0,44.0,305.0
3035,E01003125,156.0,68.0,69.0,76.0,,121.0,,490.0
3036,E01003126,,41.0,,74.0,,79.0,42.0,236.0
3037,E01003127,,43.0,132.0,77.0,73.0,79.0,,404.0
3038,E01003128,,33.0,198.0,42.0,120.0,137.0,,530.0
3039,E01003129,,,76.0,74.0,45.0,80.0,,275.0
3040,E01003130,159.0,,60.0,39.0,28.0,82.0,,368.0
3041,E01003131,,33.0,,38.0,,77.0,,148.0
3042,E01003132,,,59.0,73.0,35.0,112.0,45.0,324.0
3043,E01003133,,,62.0,36.0,44.0,177.0,33.0,352.0
3044,E01003134,,32.0,59.0,118.0,42.0,79.0,,330.0
3045,E01003135,,41.0,124.0,34.0,82.0,109.0,,390.0
3046,E01003136,,,,40.0,,83.0,,123.0
3047,E01003137,,32.0,58.0,74.0,40.0,75.0,36.0,315.0
3048,E01003138,,,,,,107.0,,107.0
3049,E01003139,,,60.0,40.0,44.0,129.0,,273.0
3050,E01003140,,,64.0,,37.0,119.0,,220.0
3051,E01003141,180.0,,179.0,,114.0,151.0,,624.0
3052,E01003142,,,,41.0,,86.0,,127.0
3053,E01003143,,44.0,,39.0,,71.0,,154.0
3054,E01003144,,,65.0,84.0,34.0,120.0,37.0,340.0
3055,E01003145,,,,90.0,,81.0,,171.0
3056,E01003146,,,,39.0,,105.0,,144.0
3057,E01003147,,,62.0,,44.0,172.0,,278.0
3058,E01003148,,,69.0,83.0,41.0,158.0,,351.0
3059,E01003149,,,,,,97.0,,97.0
3060,E01003150,,,,78.0,,85.0,,163.0
3061,E01003151,,31.0,,75.0,,109.0,,215.0
3062,E01003152,,,,41.0,,78.0,,119.0
3063,E01003153,,,68.0,41.0,37.0,122.0,,268.0
3064,E01003154,,,55.0,221.0,42.0,81.0,,399.0
3065,E01003155,,,51.0,37.0,34.0,199.0,,321.0
3066,E01003156,,,,42.0,,81.0,,123.0
3067,E01003157,,,76.0,,42.0,129.0,,247.0
3068,E01003158,,,60.0,,45.0,80.0,,185.0
3069,E01003159,,38.0,,77.0,,136.0,,251.0
3070,E01003160,,34.0,68.0,91.0,44.0,120.0,,357.0
3071,E01003161,,,64.0,41.0,39.0,113.0,,257.0
3072,E01003162,,43.0,,38.0,,74.0,,155.0
3073,E01003163,,35.0,,36.0,,40.0,,111.0
3074,E01003164,,,46.0,45.0,41.0,93.0,,225.0
3075,E01003165,,37.0,,44.0,,79.0,,160.0
3076,E01003166,,39.0,61.0,39.0,45.0,82.0,,266.0
3077,E01003167,,39.0,51.0,51.0,38.0,42.0,,221.0
3078,E01003168,,36.0,121.0,39.0,84.0,125.0,,405.0
3079,E01003169,,34.0,63.0,75.0,,205.0,40.0,417.0
3080,E01003170,,,71.0,41.0,39.0,116.0,,267.0
3081,E01003171,,88.0,127.0,39.0,48.0,36.0,,338.0
3082,E01003172,,,,42.0,,80.0,,122.0
3083,E01003173,,36.0,,40.0,,82.0,,158.0
3084,E01003174,,,,83.0,,42.0,,125.0
3085,E01003175,,,50.0,41.0,40.0,84.0,,215.0
3086,E01003176,,,,79.0,,75.0,34.0,188.0
3087,E01003177,,,,40.0,,92.0,,132.0
3088,E01003178,,,66.0,45.0,40.0,80.0,,231.0
3089,E01003179,,,59.0,77.0,,39.0,,175.0
3090,E01003180,,31.0,,33.0,,80.0,,144.0
3091,E01003181,,36.0,,76.0,,73.0,,185.0
3092,E01003182,,41.0,55.0,79.0,,76.0,,251.0
3093,E01003183,299.0,69.0,121.0,46.0,83.0,120.0,47.0,785.0
3094,E01003184,,,74.0,33.0,43.0,74.0,,224.0
3095,E01003185,,84.0,61.0,79.0,43.0,80.0,,347.0
3096,E01003186,,35.0,,116.0,,159.0,,310.0
3097,E01003187,,,63.0,34.0,46.0,83.0,,226.0
3098,E01003188,,,66.0,36.0,34.0,46.0,45.0,227.0
3099,E01003189,163.0,82.0,70.0,69.0,,120.0,,504.0
3100,E01003190,,,,39.0,,122.0,,161.0
3101,E01003191,151.0,65.0,66.0,36.0,,112.0,36.0,466.0
3102,E01003192,,27.0,62.0,72.0,36.0,112.0,,309.0
3103,E01003193,,36.0,64.0,31.0,38.0,152.0,,321.0
3104,E01003194,,,55.0,45.0,34.0,159.0,39.0,332.0
3105,E01003195,,,,,,71.0,,71.0
3106,E01003196,,43.0,62.0,78.0,37.0,104.0,,324.0
3107,E01003197,,,,43.0,,80.0,44.0,167.0
3108,E01003198,,,,123.0,,38.0,,161.0
3109,E01003199,282.0,,175.0,81.0,,158.0,,696.0
3110,E01003200,149.0,21.0,106.0,71.0,38.0,113.0,,498.0
3111,E01003201,,30.0,66.0,85.0,38.0,118.0,,337.0
3112,E01003202,,,59.0,40.0,,77.0,,176.0
3113,E01003203,,32.0,67.0,,34.0,140.0,,273.0
3114,E01003204,,74.0,,77.0,,74.0,,225.0
3115,E01003205,,36.0,,125.0,,75.0,35.0,271.0
3116,E01003206,,,,86.0,,43.0,,129.0
3117,E01003207,,74.0,55.0,36.0,35.0,172.0,36.0,408.0
3118,E01003209,,,,72.0,,128.0,,200.0
3119,E01003210,,,,77.0,,169.0,36.0,282.0
3120,E01003211,,38.0,68.0,45.0,,83.0,,234.0
3121,E01003212,150.0,,64.0,31.0,,161.0,,406.0
3122,E01003213,330.0,,117.0,43.0,40.0,117.0,41.0,688.0
3123,E01003214,,,55.0,33.0,43.0,142.0,37.0,310.0
3124,E01003215,146.0,45.0,117.0,123.0,,113.0,46.0,590.0
3125,E01003216,,33.0,,,,93.0,,126.0
3126,E01003217,,,123.0,39.0,77.0,81.0,,320.0
3127,E01003218,,40.0,,47.0,,62.0,,149.0
3128,E01003219,,,,33.0,,78.0,44.0,155.0
3129,E01003220,,,,39.0,,118.0,39.0,196.0
3130,E01003221,,,80.0,123.0,45.0,161.0,,409.0
3131,E01003222,158.0,,70.0,,,79.0,,307.0
3132,E01003223,,40.0,57.0,34.0,41.0,108.0,,280.0
3133,E01003224,,,,,,90.0,,90.0
3134,E01003225,,,,,,110.0,,110.0
3135,E01003226,,,66.0,42.0,37.0,235.0,,380.0
3136,E01003227,,,70.0,,39.0,121.0,,230.0
3137,E01003228,,,,34.0,,40.0,,74.0
3138,E01003229,,,51.0,39.0,42.0,79.0,,211.0
3139,E01003230,,,,85.0,,118.0,,203.0
3140,E01003231,,40.0,,37.0,,116.0,73.0,266.0
3141,E01003232,155.0,,63.0,34.0,,74.0,33.0,359.0
3142,E01003233,,,70.0,,38.0,80.0,38.0,226.0
3143,E01003235,,,64.0,38.0,35.0,88.0,,225.0
3144,E01003236,,35.0,61.0,76.0,45.0,108.0,,325.0
3145,E01003237,,38.0,130.0,79.0,82.0,125.0,,454.0
3146,E01003238,,,70.0,129.0,,150.0,,349.0
3147,E01003239,,,54.0,,,106.0,49.0,209.0
3148,E01003240,,,,30.0,,74.0,34.0,138.0
3149,E01003241,,28.0,,44.0,,79.0,,151.0
3150,E01003243,,37.0,,,,113.0,,150.0
3151,E01003244,,43.0,115.0,33.0,86.0,122.0,,399.0
3152,E01003245,,,61.0,38.0,45.0,76.0,36.0,256.0
3153,E01003246,,,,42.0,,119.0,,161.0
3154,E01003247,,39.0,,45.0,,33.0,,117.0
3155,E01003248,,40.0,69.0,80.0,31.0,113.0,,333.0
3156,E01003249,,38.0,59.0,41.0,37.0,124.0,,299.0
3157,E01003250,,65.0,59.0,78.0,34.0,68.0,,304.0
3158,E01003251,,36.0,,43.0,,120.0,,199.0
3159,E01003252,,,,,,41.0,,41.0
3160,E01003253,158.0,70.0,265.0,36.0,121.0,118.0,44.0,812.0
3161,E01003254,,40.0,,,,82.0,,122.0
3162,E01003255,,,113.0,79.0,34.0,195.0,44.0,465.0
3163,E01003256,,,72.0,73.0,36.0,185.0,,366.0
3164,E01003257,,46.0,,,,85.0,,131.0
3165,E01003258,,,76.0,,,79.0,,155.0
3166,E01003259,,,131.0,69.0,72.0,116.0,,388.0
3167,E01003260,,,,,,117.0,,117.0
3168,E01003261,,,,,,37.0,,37.0
3169,E01003262,,,64.0,,42.0,71.0,,177.0
3170,E01003263,,,,37.0,,218.0,,255.0
3171,E01003264,,,,39.0,,129.0,,168.0
3172,E01003265,,,68.0,39.0,46.0,70.0,,223.0
3173,E01003266,,,119.0,,84.0,154.0,,357.0
3174,E01003267,,37.0,,47.0,,76.0,,160.0
3175,E01003268,,,,41.0,,76.0,,117.0
3176,E01003269,,,,41.0,,80.0,,121.0
3177,E01003270,,42.0,,,,116.0,,158.0
3178,E01003271,,,,,,102.0,,102.0
3179,E01003272,,,67.0,36.0,43.0,121.0,,267.0
3180,E01003273,,,,36.0,,77.0,,113.0
3181,E01003274,,,61.0,,43.0,82.0,,186.0
3182,E01003275,,44.0,64.0,,41.0,71.0,,220.0
3183,E01003276,,37.0,58.0,84.0,,90.0,,269.0
3184,E01003277,,,,33.0,,80.0,39.0,152.0
3185,E01003278,,,67.0,69.0,42.0,130.0,,308.0
3186,E01003279,,,60.0,,34.0,42.0,,136.0
3187,E01003280,,35.0,56.0,,41.0,69.0,,201.0
3188,E01003281,,,,42.0,,74.0,,116.0
3189,E01003282,,,,74.0,,153.0,,227.0
3190,E01003283,,43.0,61.0,47.0,39.0,82.0,,272.0
3191,E01003284,,75.0,,75.0,,87.0,,237.0
3192,E01003285,158.0,,62.0,38.0,,134.0,36.0,428.0
3193,E01003286,,,66.0,87.0,41.0,114.0,45.0,353.0
3194,E01003287,,,121.0,65.0,42.0,,39.0,267.0
3195,E01003288,,,62.0,49.0,43.0,164.0,40.0,358.0
3196,E01003290,,,,90.0,,114.0,,204.0
3197,E01003291,,80.0,231.0,40.0,168.0,160.0,,679.0
3198,E01003292,,,51.0,39.0,40.0,172.0,,302.0
3199,E01003293,,,115.0,35.0,84.0,81.0,,315.0
3200,E01003295,137.0,,116.0,42.0,33.0,123.0,,451.0
3201,E01003296,182.0,75.0,57.0,113.0,42.0,203.0,38.0,710.0
3202,E01003297,,,66.0,35.0,38.0,121.0,42.0,302.0
3203,E01003298,,,64.0,,,83.0,,147.0
3204,E01003299,,,68.0,117.0,50.0,127.0,42.0,404.0
3205,E01003300,174.0,37.0,131.0,,47.0,123.0,,512.0
3206,E01003301,,,57.0,37.0,46.0,122.0,47.0,309.0
3207,E01003302,,36.0,,115.0,,37.0,,188.0
3208,E01003303,,36.0,187.0,46.0,133.0,159.0,44.0,605.0
3209,E01003304,,31.0,66.0,114.0,45.0,117.0,,373.0
3210,E01003305,,79.0,68.0,41.0,33.0,83.0,,304.0
3211,E01003307,,,,33.0,,75.0,,108.0
3212,E01003308,,,60.0,75.0,30.0,123.0,,288.0
3213,E01003309,167.0,,113.0,73.0,83.0,72.0,36.0,544.0
3214,E01003310,,124.0,,87.0,,80.0,,291.0
3215,E01003311,,,,90.0,,82.0,,172.0
3216,E01003312,,,100.0,49.0,83.0,35.0,,267.0
3217,E01003313,,,138.0,112.0,80.0,79.0,,409.0
3218,E01003314,,79.0,,,,124.0,,203.0
3219,E01003315,,,,29.0,,78.0,,107.0
3220,E01003316,,,,,,91.0,,91.0
3221,E01003317,,,,82.0,,128.0,39.0,249.0
3222,E01003318,,,194.0,84.0,114.0,203.0,42.0,637.0
3223,E01003319,,36.0,48.0,37.0,38.0,71.0,,230.0
3224,E01003320,,,60.0,128.0,42.0,116.0,,346.0
3225,E01003321,,41.0,55.0,36.0,43.0,109.0,,284.0
3226,E01003322,140.0,39.0,62.0,47.0,,71.0,,359.0
3227,E01003323,,,,78.0,,39.0,,117.0
3228,E01003324,,,62.0,80.0,46.0,124.0,,312.0
3229,E01003325,154.0,,193.0,,71.0,256.0,,674.0
3230,E01003326,,,65.0,41.0,38.0,123.0,,267.0
3231,E01003327,,76.0,,137.0,,127.0,,340.0
3232,E01003328,,,,44.0,,73.0,34.0,151.0
3233,E01003329,,,,,,92.0,,92.0
3234,E01003330,,,,42.0,,69.0,,111.0
3235,E01003331,,41.0,56.0,,47.0,80.0,,224.0
3236,E01003332,,,,42.0,,121.0,,163.0
3237,E01003333,,41.0,,114.0,,137.0,,292.0
3238,E01003334,,,,46.0,,114.0,,160.0
3239,E01003335,,,,,,120.0,,120.0
3240,E01003336,,,,78.0,,70.0,,148.0
3241,E01003337,,40.0,53.0,76.0,,36.0,,205.0
3242,E01003338,169.0,,117.0,35.0,33.0,131.0,,485.0
3243,E01003339,,,70.0,35.0,41.0,110.0,,256.0
3244,E01003340,,,56.0,43.0,40.0,74.0,48.0,261.0
3245,E01003341,,,,41.0,,86.0,,127.0
3246,E01003342,,,62.0,112.0,40.0,79.0,,293.0
3247,E01003343,,,,37.0,,122.0,,159.0
3248,E01003344,,38.0,64.0,37.0,39.0,158.0,,336.0
3249,E01003345,,,,,,31.0,,31.0
3250,E01003346,,,60.0,70.0,,127.0,,257.0
3251,E01003347,,,127.0,123.0,82.0,190.0,,522.0
3252,E01003348,,30.0,66.0,35.0,41.0,109.0,,281.0
3253,E01003349,,,,36.0,,146.0,,182.0
3254,E01003350,,,,,,77.0,,77.0
3255,E01003351,,,,,,153.0,,153.0
3256,E01003352,,30.0,,43.0,,124.0,,197.0
3257,E01003353,,47.0,,36.0,,157.0,,240.0
3258,E01003354,,,,42.0,,81.0,,123.0
3259,E01003355,,35.0,60.0,42.0,37.0,113.0,,287.0
3260,E01003356,,,,33.0,,76.0,,109.0
3261,E01003357,146.0,66.0,185.0,33.0,108.0,158.0,82.0,778.0
3262,E01003358,,,54.0,82.0,30.0,156.0,,322.0
3263,E01003359,,,73.0,39.0,38.0,148.0,39.0,337.0
3264,E01003360,,,53.0,91.0,46.0,191.0,,381.0
3265,E01003361,,,,39.0,,79.0,47.0,165.0
3266,E01003362,,,,,,36.0,,36.0
3267,E01003363,,,,,,76.0,,76.0
3268,E01003364,,,,,,48.0,,48.0
3269,E01003365,,,58.0,,41.0,39.0,,138.0
3270,E01003366,,,61.0,35.0,46.0,85.0,,227.0
3271,E01003367,,72.0,57.0,39.0,40.0,143.0,,351.0
3272,E01003368,,35.0,66.0,38.0,43.0,152.0,,334.0
3273,E01003369,,,,41.0,,39.0,,80.0
3274,E01003370,,,,45.0,,122.0,,167.0
3275,E01003371,,75.0,,,,42.0,,117.0
3276,E01003372,,,,41.0,,135.0,,176.0
3277,E01003373,,,58.0,,39.0,40.0,,137.0
3278,E01003374,,34.0,62.0,81.0,38.0,168.0,,383.0
3279,E01003375,,,190.0,39.0,75.0,173.0,,477.0
3280,E01003376,172.0,33.0,129.0,,39.0,127.0,,500.0
3281,E01003377,,44.0,53.0,81.0,45.0,164.0,,387.0
3282,E01003378,,45.0,172.0,123.0,81.0,107.0,,528.0
3283,E01003379,,64.0,135.0,46.0,81.0,110.0,,436.0
3284,E01003380,,,,,,95.0,,95.0
3285,E01003381,,,,42.0,,47.0,,89.0
3286,E01003382,,,,,,36.0,,36.0
3287,E01003383,,40.0,191.0,111.0,76.0,148.0,43.0,609.0
3288,E01003384,177.0,,62.0,,,80.0,,319.0
3289,E01003385,,,,40.0,,109.0,,149.0
3290,E01003386,,,115.0,40.0,41.0,84.0,,280.0
3291,E01003387,,45.0,,84.0,,115.0,,244.0
3292,E01003388,,33.0,116.0,,79.0,116.0,39.0,383.0
3293,E01003389,149.0,34.0,56.0,72.0,40.0,158.0,41.0,550.0
3294,E01003390,,35.0,111.0,45.0,83.0,108.0,,382.0
3295,E01003391,,,,35.0,,105.0,,140.0
3296,E01003392,,,116.0,,39.0,107.0,,262.0
3297,E01003393,,,61.0,86.0,42.0,119.0,,308.0
3298,E01003394,,,,45.0,,37.0,,82.0
3299,E01003395,,,,79.0,,86.0,,165.0
3300,E01003396,,,,76.0,,40.0,,116.0
3301,E01003397,,,61.0,,45.0,41.0,,147.0
3302,E01003398,,32.0,69.0,39.0,40.0,119.0,,299.0
3303,E01003399,,,,31.0,,71.0,,102.0
3304,E01003400,,69.0,132.0,77.0,86.0,160.0,,524.0
3305,E01003401,315.0,72.0,134.0,37.0,,153.0,,711.0
3306,E01003402,155.0,,115.0,,46.0,135.0,,451.0
3307,E01003403,,,,38.0,,37.0,42.0,117.0
3308,E01003404,175.0,,62.0,,,126.0,,363.0
3309,E01003405,,,56.0,46.0,39.0,123.0,,264.0
3310,E01003406,,,,41.0,,43.0,39.0,123.0
3311,E01003407,,,65.0,73.0,34.0,119.0,,291.0
3312,E01003408,,,,40.0,,89.0,,129.0
3313,E01003409,,,119.0,33.0,77.0,100.0,,329.0
3314,E01003410,,,,43.0,,119.0,,162.0
3315,E01003411,,,,75.0,,113.0,,188.0
3316,E01003412,,34.0,62.0,44.0,43.0,76.0,,259.0
3317,E01003413,,,,35.0,,86.0,,121.0
3318,E01003414,150.0,,53.0,37.0,,110.0,,350.0
3319,E01003415,,36.0,63.0,,,86.0,,185.0
3320,E01003416,,,,,,41.0,,41.0
3321,E01003417,,,,40.0,,39.0,,79.0
3322,E01003418,,,66.0,,42.0,37.0,,145.0
3323,E01003419,,,121.0,,,79.0,,200.0
3324,E01003420,,,,,,67.0,,67.0
3325,E01003421,,,,,,40.0,,40.0
3326,E01003422,,,58.0,,36.0,78.0,,172.0
3327,E01003423,,,,,,40.0,,40.0
3328,E01003424,165.0,,63.0,43.0,40.0,40.0,,351.0
3329,E01003425,,,61.0,,36.0,38.0,,135.0
3330,E01003426,,,,,,77.0,,77.0
3331,E01003427,,39.0,123.0,80.0,80.0,121.0,38.0,481.0
3332,E01003428,,,69.0,,41.0,91.0,,201.0
3333,E01003429,,39.0,65.0,41.0,33.0,110.0,,288.0
3334,E01003430,,40.0,59.0,,,76.0,45.0,220.0
3335,E01003431,,71.0,72.0,36.0,31.0,79.0,,289.0
3336,E01003432,,,187.0,,68.0,82.0,,337.0
3337,E01003433,,,190.0,36.0,77.0,150.0,,453.0
3338,E01003434,,,52.0,,,120.0,,172.0
3339,E01003435,,38.0,54.0,38.0,33.0,133.0,,296.0
3340,E01003436,,41.0,62.0,32.0,,108.0,,243.0
3341,E01003437,,,49.0,,46.0,82.0,,177.0
3342,E01003438,,,130.0,,77.0,213.0,,420.0
3343,E01003439,,,68.0,41.0,36.0,115.0,,260.0
3344,E01003440,,,,45.0,,116.0,,161.0
3345,E01003441,,35.0,,44.0,,123.0,,202.0
3346,E01003442,,,66.0,40.0,39.0,47.0,,192.0
3347,E01003443,,,67.0,,,45.0,,112.0
3348,E01003444,,,66.0,,43.0,84.0,,193.0
3349,E01003445,,,,,,37.0,,37.0
3350,E01003446,160.0,,127.0,,38.0,128.0,,453.0
3351,E01003447,,37.0,,,,37.0,,74.0
3352,E01003448,,,55.0,39.0,40.0,74.0,77.0,285.0
3353,E01003449,,32.0,69.0,79.0,48.0,196.0,,424.0
3354,E01003450,,79.0,122.0,77.0,74.0,41.0,,393.0
3355,E01003451,,,63.0,,45.0,95.0,,203.0
3356,E01003452,,82.0,71.0,76.0,33.0,112.0,35.0,409.0
3357,E01003453,,,120.0,41.0,86.0,100.0,46.0,393.0
3358,E01003454,,,,43.0,,41.0,,84.0
3359,E01003455,,,,,,32.0,,32.0
3360,E01003456,,33.0,130.0,115.0,83.0,158.0,40.0,559.0
3361,E01003457,,,,39.0,,37.0,,76.0
3362,E01003458,,40.0,,40.0,,39.0,,119.0
3363,E01003459,,33.0,56.0,37.0,47.0,82.0,,255.0
3364,E01003460,,,64.0,36.0,48.0,79.0,,227.0
3365,E01003461,,38.0,169.0,38.0,74.0,127.0,,446.0
3366,E01003463,,,,,,82.0,,82.0
3367,E01003464,,,61.0,43.0,46.0,167.0,,317.0
3368,E01003465,163.0,,58.0,84.0,,85.0,,390.0
3369,E01003466,,,,,,41.0,,41.0
3370,E01003467,,,65.0,42.0,31.0,41.0,,179.0
3371,E01003468,,,65.0,,38.0,69.0,,172.0
3372,E01003469,,,72.0,,29.0,122.0,40.0,263.0
3373,E01003470,,29.0,70.0,,38.0,84.0,38.0,259.0
3374,E01003471,,,65.0,40.0,43.0,88.0,40.0,276.0
3375,E01003472,,,,,,43.0,,43.0
3376,E01003473,,,118.0,44.0,37.0,67.0,,266.0
3377,E01003474,,,,,,80.0,,80.0
3378,E01003475,,,56.0,48.0,38.0,197.0,31.0,370.0
3379,E01003476,,,,35.0,,77.0,,112.0
3380,E01003477,,,,,,75.0,,75.0
